gene_cluster_id;focal;reference;comp;type;genome_occurences;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;KEGG_BRITE_ACC;KEGG_BRITE;split_level_1;split_level_2;split_level_3;split_level_4;split_level_5;split_level_6;KEGG_category;KOfam_function;KEGG_Class_ACC;KEGG_Class;KEGG_Module_ACC;KEGG_Module;KOfam_ACC;KOfam;COG20_CATEGORY_ACC;COG20_CATEGORY;COG20_PATHWAY_ACC;COG20_PATHWAY;COG20_FUNCTION_ACC;COG20_FUNCTION;Pfam_ACC;Pfam
GC_00005061;conifer;broadleaf;conifer_vs_broadleaf;accessory;25;3.93778524863833;1.13680788423895;0.356633061915432;3.18761215837168;0.00143452810651891;0.0279139985628309;ko00001|ko00001|ko00001|ko01000|ko01000|ko04147;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Methane metabolism [PATH:ko00680];Metabolism > Energy metabolism > Methane metabolism [PATH:ko00680];D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399];M00020;"Pathway modules; Amino acid metabolism; Serine and threonine metabolism";M00020;Serine biosynthesis, glycerate-3P => serine;K00058;D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399];H;Coenzyme transport and metabolism;COG0111;Serine biosynthesis;COG0111;Phosphoglycerate dehydrogenase or related dehydrogenase (SerA) (PDB:3OET);PF02826.23;D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
GC_00000809;conifer;broadleaf;conifer_vs_broadleaf;core;102;10.2715211874199;0.838212359483419;0.223627916356939;3.74824562665747;1.78075817240078e-4;0.00891553212467906;ko00001|ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Methane metabolism [PATH:ko00680];Metabolism > Energy metabolism > Methane metabolism [PATH:ko00680];formate dehydrogenase major subunit [EC:1.17.1.9];NA;NA;NA;NA;K00123;formate dehydrogenase major subunit [EC:1.17.1.9];R;General function prediction only;NA;NA;COG3383;Predicted molibdopterin-dependent oxidoreductase YjgC (YjgC) (PDB:1AA6);PF00384.26;Molybdopterin oxidoreductase
GC_00002646;broadleaf;conifer;broadleaf_vs_conifer;accessory;75;1.7141843363389;2.1491030203368102;0.740533302797427;2.90210178558937;0.00370668082714036;0.0475708108407084;ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Methane metabolism [PATH:ko00680];Metabolism > Energy metabolism > Methane metabolism [PATH:ko00680];5-(aminomethyl)-3-furanmethanol phosphate kinase [EC:2.7.4.31];M00935;"Pathway modules; Energy metabolism; Methane metabolism";M00935;Methanofuran biosynthesis;K07144;5-(aminomethyl)-3-furanmethanol phosphate kinase [EC:2.7.4.31];H;Coenzyme transport and metabolism;NA;NA;COG2054;5-(aminomethyl)-3-furanmethanol-phosphate kinase MfnE (methanofuran biosynthesis) (MfnE) (PUBMED:26100040);PF00696.32;Amino acid kinase family
GC_00003092;broadleaf;conifer;broadleaf_vs_conifer;accessory;59;3.05214822117158;1.78049650029048;0.486423250424802;3.66038526886933;2.51836299745547e-4;0.0105748035174259;ko00001|ko00001|ko00001|ko01000|ko04131|ko04147|ko04147;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Methane metabolism [PATH:ko00680];Metabolism > Energy metabolism > Methane metabolism [PATH:ko00680];2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11];M00001|M00002|M00003;"Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism";M00001|M00002|M00003;Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate|Glycolysis, core module involving three-carbon compounds|Gluconeogenesis, oxaloacetate => fructose-6P;K01834;2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11];G;Carbohydrate transport and metabolism;COG0588;Glycolysis;COG0588;Phosphoglycerate mutase (BPG-dependent) (GpmA) (PDB:1E58);PF00300.26;Histidine phosphatase superfamily (branch 1)
GC_00002612;broadleaf;conifer;broadleaf_vs_conifer;accessory;77;3.2422033992913;1.29802483503377;0.435448557524139;2.98089134205437;0.00287410751229018;0.0415698150631551;ko00001;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Methane metabolism [PATH:ko00680];Metabolism > Energy metabolism > Methane metabolism [PATH:ko00680];mxaD protein;NA;NA;NA;NA;K16260;mxaD protein;C;Energy production and conversion;NA;NA;COG3427;Carbon monoxide dehydrogenase subunit CoxG (CoxG) (PDB:2NS9);PF10604.13;Polyketide cyclase / dehydrase and lipid transport
GC_00003340;conifer;shrub;conifer_vs_shrub;accessory;52;1.97250357104639;3.08805237449213;1.01553502223884;3.04081327267694;0.00235940103340827;0.0341483416472293;ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Methane metabolism [PATH:ko00680];Metabolism > Energy metabolism > Methane metabolism [PATH:ko00680];methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21];NA;NA;NA;NA;K22081;methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21];E;Amino acid transport and metabolism;COG0067;Glutamine biosynthesis;COG0067;Glutamate synthase domain 1 (GltB1) (PDB:1EA0);PF13522.10;Glutamine amidotransferase domain
GC_00001017;tree;shrub;tree_vs_shrub;core;104;47.177108229347;2.0380097692775;0.420271744256173;4.84926668787719;1.23918726217635e-6;4.80795906573642e-4;ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko01000|ko04147;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00910 Nitrogen metabolism [PATH:ko00910];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Nitrogen metabolism [PATH:ko00910];Metabolism > Energy metabolism > Nitrogen metabolism [PATH:ko00910];glutamine synthetase [EC:6.3.1.2];NA;NA;NA;NA;K01915;glutamine synthetase [EC:6.3.1.2];E;Amino acid transport and metabolism;COG0174;Glutamine biosynthesis;COG0174;Glutamine synthetase (GlnA) (PDB:1F1H);PF00120.28;Glutamine synthetase, catalytic domain
GC_00000223;tree;shrub;tree_vs_shrub;core;102;29.163055856088;1.73587008764128;0.374499478306617;4.63517358018869;3.56638086323693e-6;8.27519239633076e-4;ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00910 Nitrogen metabolism [PATH:ko00910];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Nitrogen metabolism [PATH:ko00910];Metabolism > Energy metabolism > Nitrogen metabolism [PATH:ko00910];cyanate lyase [EC:4.2.1.104];NA;NA;NA;NA;K01725;cyanate lyase [EC:4.2.1.104];P;Inorganic ion transport and metabolism;NA;NA;COG1513;Cyanate lyase (CynS) (PDB:1DW9);PF02560.18;Cyanate lyase C-terminal domain
GC_00000343;tree;shrub;tree_vs_shrub;core;104;21.4583441406639;1.50743169080811;0.392998279969566;3.83572083553356;1.25196552872844e-4;0.00929466370514702;ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko01000|ko04147;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00910 Nitrogen metabolism [PATH:ko00910];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Nitrogen metabolism [PATH:ko00910];Metabolism > Energy metabolism > Nitrogen metabolism [PATH:ko00910];glutamine synthetase [EC:6.3.1.2];NA;NA;NA;NA;K01915;glutamine synthetase [EC:6.3.1.2];E;Amino acid transport and metabolism;COG0174;Glutamine biosynthesis;COG0174;Glutamine synthetase (GlnA) (PDB:1F1H);PF00120.28;Glutamine synthetase, catalytic domain
GC_00002671;broadleaf;conifer;broadleaf_vs_conifer;accessory;74;3.48472577109274;1.35506160851013;0.438232172691438;3.09210891612067;0.00198739915039522;0.033839281493181;ko00001|ko00001|ko02000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00910 Nitrogen metabolism [PATH:ko00910];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Nitrogen metabolism [PATH:ko00910];Metabolism > Energy metabolism > Nitrogen metabolism [PATH:ko00910];nitrate/nitrite transport system permease protein;M00615;"Signature modules; Module set; Metabolic capacity";M00615;Nitrate assimilation;K15577;nitrate/nitrite transport system permease protein;P;Inorganic ion transport and metabolism;NA;NA;COG0600;ABC-type nitrate/sulfonate/bicarbonate transport system, permease component (TauC);PF00528.26;Binding-protein-dependent transport system inner membrane component
GC_00007342;conifer;shrub;conifer_vs_shrub;accessory;12;1.22643283466514;3.64038597171535;1.19492749102822;3.04653294785514;0.00231497106496689;0.0336952766928106;ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00910 Nitrogen metabolism [PATH:ko00910];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Nitrogen metabolism [PATH:ko00910];Metabolism > Energy metabolism > Nitrogen metabolism [PATH:ko00910];carbonic anhydrase [EC:4.2.1.1];NA;NA;NA;NA;K01673;carbonic anhydrase [EC:4.2.1.1];P;Inorganic ion transport and metabolism;NA;NA;COG0288;Carbonic anhydrase (CynT) (PDB:1EKJ) (PUBMED:22081392);PF00484.23;Carbonic anhydrase
GC_00003163;shrub;broadleaf-tree;shrub_vs_broadleaf-tree;accessory;52;10.0501574788271;0.839559100052572;0.295714894764778;2.83908289678945;0.00452434015240509;0.0297827529469401;ko00001|ko00001|ko00001|ko00001|ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00910 Nitrogen metabolism [PATH:ko00910];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Nitrogen metabolism [PATH:ko00910];Metabolism > Energy metabolism > Nitrogen metabolism [PATH:ko00910];nitrilase [EC:3.5.5.1];NA;NA;NA;NA;K01501;nitrilase [EC:3.5.5.1];C;Energy production and conversion;NA;NA;COG0388;Omega-amidase YafV/Nit2, hydrolyzes alpha-ketoglutaramate (Nit2) (PUBMED:28373563);PF00795.26;Carbon-nitrogen hydrolase
GC_00001631;tree;shrub;tree_vs_shrub;core;103;67.6177651502777;2.15164473370331;0.382022880690661;5.63224048207096;1.7788340264387e-8;3.09561591450995e-5;ko00001|ko00001|ko01000|ko01000|ko00194;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Oxidative phosphorylation [PATH:ko00190];Metabolism > Energy metabolism > Oxidative phosphorylation [PATH:ko00190];F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]_or_F-type H+-transporting ATPase subunit alpha;M00157;"Pathway modules; Energy metabolism; ATP synthesis";M00157;F-type ATPase, prokaryotes and chloroplasts;K02111_or_K02132;F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]_or_F-type H+-transporting ATPase subunit alpha;C;Energy production and conversion;COG0056;FoF1-type ATP synthase;COG0056;FoF1-type ATP synthase, alpha subunit (AtpA) (PDB:3OAA);PF00006.29;ATP synthase alpha/beta family, nucleotide-binding domain
GC_00000966;tree;shrub;tree_vs_shrub;core;104;51.5911329138754;1.8925152320182;0.390469722300659;4.8467656361867;1.2549052540654e-6;4.80795906573642e-4;ko00001|ko00001|ko01000|ko01000|ko00194;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Oxidative phosphorylation [PATH:ko00190];Metabolism > Energy metabolism > Oxidative phosphorylation [PATH:ko00190];F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]_or_F-type H+-transporting ATPase subunit beta [EC:7.1.2.2];M00157;"Pathway modules; Energy metabolism; ATP synthesis";M00157;F-type ATPase, prokaryotes and chloroplasts;K02112_or_K02133;F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]_or_F-type H+-transporting ATPase subunit beta [EC:7.1.2.2];C;Energy production and conversion;COG0055;FoF1-type ATP synthase;COG0055;FoF1-type ATP synthase, beta subunit (AtpD) (PDB:3OAA);PF00006.29;ATP synthase alpha/beta family, nucleotide-binding domain
GC_00000899;tree;shrub;tree_vs_shrub;core;104;49.9589873156596;1.88816040157771;0.41756398918262;4.52184683184434;6.13024131223979e-6;0.00115331377768922;ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Oxidative phosphorylation [PATH:ko00190];Metabolism > Energy metabolism > Oxidative phosphorylation [PATH:ko00190];NADH-quinone oxidoreductase subunit B [EC:7.1.1.2];M00144;"Pathway modules; Energy metabolism; ATP synthesis";M00144;NADH:quinone oxidoreductase, prokaryotes;K00331;NADH-quinone oxidoreductase subunit B [EC:7.1.1.2];C;Energy production and conversion;COG0377;NADH dehydrogenase;COG0377;NADH:ubiquinone oxidoreductase 20 kD subunit (chain B) or related Fe-S oxidoreductase (NuoB) (PDB:2FUG) (PUBMED:25941396);PF01058.26;NADH ubiquinone oxidoreductase, 20 Kd subunit
GC_00000890;tree;shrub;tree_vs_shrub;core;104;39.0530349557684;1.35755412205439;0.366469934694661;3.704407902344;2.11885070949629e-4;0.0134084725352761;ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Oxidative phosphorylation [PATH:ko00190];Metabolism > Energy metabolism > Oxidative phosphorylation [PATH:ko00190];NADH-quinone oxidoreductase subunit I [EC:7.1.1.2];M00144;"Pathway modules; Energy metabolism; ATP synthesis";M00144;NADH:quinone oxidoreductase, prokaryotes;K00338;NADH-quinone oxidoreductase subunit I [EC:7.1.1.2];C;Energy production and conversion;COG1143;NADH dehydrogenase;COG1143;Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I) (NuoI) (PDB:1B0P);PF00037.31;4Fe-4S binding domain
GC_00002149;tree;shrub;tree_vs_shrub;accessory;74;16.0365145194412;1.31763264157737;0.34385509043096;3.83194164706404;1.27135898054128e-4;0.00931571564583981;ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Oxidative phosphorylation [PATH:ko00190];Metabolism > Energy metabolism > Oxidative phosphorylation [PATH:ko00190];cytochrome c oxidase subunit I [EC:7.1.1.9];M00155;"Pathway modules; Energy metabolism; ATP synthesis";M00155;Cytochrome c oxidase, prokaryotes;K02274;cytochrome c oxidase subunit I [EC:7.1.1.9];C;Energy production and conversion;NA;NA;COG0843;Heme/copper-type cytochrome/quinol oxidase, subunit 1 (CyoB) (PDB:1AR1);PF00115.24;Cytochrome C and Quinol oxidase polypeptide I
GC_00000879;tree;shrub;tree_vs_shrub;core;104;16.1388107238902;1.18239496493246;0.320096396109557;3.6938715315238;2.20865417130399e-4;0.0138261514337229;ko00001|ko01000|ko03029;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Oxidative phosphorylation [PATH:ko00190];Metabolism > Energy metabolism > Oxidative phosphorylation [PATH:ko00190];NADH-quinone oxidoreductase subunit K [EC:7.1.1.2];M00142;"Pathway modules; Energy metabolism; ATP synthesis";M00142;NADH:ubiquinone oxidoreductase, mitochondria;K00340;NADH-quinone oxidoreductase subunit K [EC:7.1.1.2];C;Energy production and conversion;COG0713;NADH dehydrogenase;COG0713;NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K) (NuoK) (PDB:4HE8);PF00420.28;NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
GC_00000087;tree;shrub;tree_vs_shrub;core;102;29.9392186576875;1.13365985702058;0.334647502958124;3.38762383403302;7.05008832434284e-4;0.028043237043286;ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Oxidative phosphorylation [PATH:ko00190];Metabolism > Energy metabolism > Oxidative phosphorylation [PATH:ko00190];cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3];M00417;"Pathway modules; Energy metabolism; ATP synthesis";M00417;Cytochrome o ubiquinol oxidase;K02298;cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3];C;Energy production and conversion;NA;NA;COG0843;Heme/copper-type cytochrome/quinol oxidase, subunit 1 (CyoB) (PDB:1AR1);PF00115.24;Cytochrome C and Quinol oxidase polypeptide I
GC_00005197;conifer;broadleaf;conifer_vs_broadleaf;accessory;23;3.45605340232318;1.23683543075526;0.38591788780715103;3.20491863640516;0.00135100664895386;0.0267036281676087;ko00001|ko01000|ko03029;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Oxidative phosphorylation [PATH:ko00190];Metabolism > Energy metabolism > Oxidative phosphorylation [PATH:ko00190];protein dithiol:quinone oxidoreductase [EC:1.8.5.9];NA;NA;NA;NA;K03611;protein dithiol:quinone oxidoreductase [EC:1.8.5.9];O;Posttranslational modification, protein turnover, chaperones;NA;NA;COG1495;Disulfide bond formation protein DsbB (DsbB) (PDB:2LTQ);PF02600.20;Disulfide bond formation protein DsbB
GC_00000423;conifer;broadleaf;conifer_vs_broadleaf;core;104;23.4974014006151;0.872094660914876;0.257736430310302;3.3836685790399;7.15242834385521e-4;0.0193510897176896;ko00001|ko00001|ko00001|ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Oxidative phosphorylation [PATH:ko00190];Metabolism > Energy metabolism > Oxidative phosphorylation [PATH:ko00190];succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1];M00009|M00011|M00173|M00376|M00374|M00149|M00613|M00614;"Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; ATP synthesis|Signature modules; Module set; Metabolic capacity|Signature modules; Module set; Metabolic capacity";M00009|M00011|M00173|M00376|M00374|M00149|M00613|M00614;Citrate cycle (TCA cycle, Krebs cycle)|Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate|Reductive citrate cycle (Arnon-Buchanan cycle)|3-Hydroxypropionate bi-cycle|Dicarboxylate-hydroxybutyrate cycle|Succinate dehydrogenase, prokaryotes|Anoxygenic photosynthesis in green nonsulfur bacteria|Anoxygenic photosynthesis in green sulfur bacteria;K00239;succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1];C;Energy production and conversion;COG1053;TCA cycle;COG1053;Succinate dehydrogenase/fumarate reductase, flavoprotein subunit (SdhA) (PDB:1KF6);PF00890.28;FAD binding domain
GC_00013464;broadleaf;conifer;broadleaf_vs_conifer;accessory;6;1.79120021103379;3.14137629077378;0.820079421405969;3.83057568422838;1.27843801947946e-4;0.00732649511540683;ko00001|ko00001;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Oxidative phosphorylation [PATH:ko00190];Metabolism > Energy metabolism > Oxidative phosphorylation [PATH:ko00190];cytochrome c oxidase cbb3-type subunit III;M00156;"Pathway modules; Energy metabolism; ATP synthesis";M00156;Cytochrome c oxidase, cbb3-type;K00406;cytochrome c oxidase cbb3-type subunit III;C;Energy production and conversion;NA;NA;COG2010;Cytochrome c, mono- and diheme variants (CccA) (PDB:1A2S);PF13442.10;Cytochrome C oxidase, cbb3-type, subunit III
